Expiry,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Underlying
5/3/2019,TSLA190503C00252500,2.5,2.12,2.28,2.79,10293,0.02,1,0.0927,4892,252.5,255.04
5/3/2019,TSLA190503C00255000,0.18,-0.04,0.12,0.2,29032,0.2057,0.3901,0.7903,5157,255,255.04
5/3/2019,TSLA190503C00257500,0.02,-0.12,0,0.01,14800,0.6393,0.0412,0.0585,1694,257.5,255.04
5/3/2019,TSLA190503C00260000,0.02,-0.075,0,0.01,14747,0.9036,0.0086,0.011,4064,260,255.04
5/3/2019,TSLA190503C00262500,0.01,-0.045,0,0.01,1805,1.2214,0.0046,0.0046,938,262.5,255.04
5/3/2019,TSLA190503C00265000,0.01,0.005,0,0.01,1504,1.6597,0.0057,0.0041,3801,265,255.04
5/3/2019,TSLA190503C00267500,0.01,-0.015,0,0.01,631,2.001,0.0046,0.0028,1183,267.5,255.04
5/3/2019,TSLA190503C00270000,0.01,-0.02,0,0.01,1102,2.2454,0.0028,0.0016,2411,270,255.04
5/3/2019,TSLA190503C00272500,0.01,0.005,0,0.02,107,2.5539,0.0024,0.0012,513,272.5,255.04
5/3/2019,TSLA190503C00275000,0.01,-0.01,0,0.01,164,2.8375,0.002,0.0009,1421,275,255.04
5/3/2019,TSLA190503C00277500,0.01,0.01,0,0.01,85,3.139,0.0018,0.0008,1360,277.5,255.04
5/3/2019,TSLA190503C00280000,0.01,0.02,0,0.01,196,3.6442,0.0028,0.001,1058,280,255.04
5/3/2019,TSLA190503C00282500,0.01,0.005,0,0.01,90,3.751,0.0016,0.0006,398,282.5,255.04
5/3/2019,TSLA190503C00285000,0.01,0.005,0,0.01,187,4.001,0.0013,0.0005,1184,285,255.04
5/3/2019,TSLA190503C00287500,0.01,0,0,0.01,40,4.3451,0.0015,0.0005,222,287.5,255.04
5/3/2019,TSLA190503C00290000,0.01,0.005,0,0.01,297,4.631,0.0014,0.0004,996,290,255.04
5/3/2019,TSLA190503C00292500,0.01,0,0,0.01,3,5.1496,0.0021,0.0005,358,292.5,255.04
5/3/2019,TSLA190503C00295000,0.01,0,0,0.01,9,5.2476,0.0014,0.0004,469,295,255.04
5/3/2019,TSLA190503C00297500,0,0,0,0.01,0,5.4091,0.0011,0.0003,171,297.5,255.04
5/3/2019,TSLA190503C00300000,0.02,0,0,0.01,3,6.001,0.0018,0.0004,3599,300,255.04
5/3/2019,TSLA190503C00302500,0,0,0,0.01,0,6.001,0.0011,0.0003,363,302.5,255.04
5/3/2019,TSLA190503C00305000,0.01,0,0,0.01,7,6.1012,0.0008,0.0002,1029,305,255.04
5/3/2019,TSLA190503C00307500,0.01,0,0,0.01,10,6.813,0.0016,0.0003,338,307.5,255.04
5/3/2019,TSLA190503C00310000,0.01,0,0,0.01,30,6.8135,0.0011,0.0002,1749,310,255.04
5/3/2019,TSLA190503C00312500,0,0,0,0.01,0,7.2522,0.0013,0.0003,1537,312.5,255.04
5/3/2019,TSLA190503C00315000,0,0,0,0.01,0,7.3747,0.0011,0.0002,1900,315,255.04
5/3/2019,TSLA190503C00317500,0,0,0,0.01,0,7.501,0.0009,0.0002,380,317.5,255.04
5/3/2019,TSLA190503C00320000,0,0,0,0.01,0,8.001,0.0012,0.0002,633,320,255.04
5/3/2019,TSLA190503C00325000,0,0,0,0.01,0,8.001,0.0006,0.0001,315,325,255.04
5/3/2019,TSLA190503C00330000,0.01,0,0,0.01,1,9.0429,0.0012,0.0002,538,330,255.04
5/3/2019,TSLA190503C00335000,0,0,0,0.01,0,9.2011,0.0008,0.0001,210,335,255.04
5/3/2019,TSLA190503C00340000,0,0,0,0.01,0,10.001,0.0011,0.0002,462,340,255.04
5/3/2019,TSLA190503C00345000,0,0,0,0.01,0,10.001,0.0006,0.0001,272,345,255.04
5/3/2019,TSLA190503C00350000,0,0,0,0.01,0,10.3065,0.0005,0.0001,265,350,255.04
5/3/2019,TSLA190503C00355000,0,0,0,0.01,0,10.623,0.0004,0.0001,197,355,255.04
5/3/2019,TSLA190503C00360000,0,0,0,0.01,0,11.001,0.0004,0.0001,195,360,255.04
5/3/2019,TSLA190503C00365000,0,0,0,0.01,0,12.001,0.0007,0.0001,97,365,255.04
5/3/2019,TSLA190503C00370000,0,0,0,0.01,0,12.001,0.0005,0.0001,454,370,255.04
5/3/2019,TSLA190503C00375000,0,0,0,0.03,0,14.001,0.0018,0.0002,152,375,255.04
5/3/2019,TSLA190503C00380000,0,0,0,0.01,0,12.7236,0.0004,0.0001,231,380,255.04
5/3/2019,TSLA190503C00385000,0.01,0,0,0.15,48,17.2219,0.006,0.0004,85,385,255.04
5/3/2019,TSLA190503C00390000,0,0,0,0.03,0,15.2067,0.0016,0.0001,168,390,255.04
5/3/2019,TSLA190503C00400000,0,0,0,0.01,0,14.001,0.0003,0,375,400,255.04
5/3/2019,TSLA190503C00410000,0,0,0,0.01,0,15.001,0.0004,0,81,410,255.04
5/3/2019,TSLA190503C00420000,0,0,0,0.01,0,16.001,0.0005,0,89,420,255.04
5/10/2019,TSLA190510C00165000,0,0,88.9,91.25,0,2.1446,0.9567,0.0013,0,165,255.04
5/10/2019,TSLA190510C00170000,0,0,84.55,85.55,0,1.9617,0.9582,0.0014,2,170,255.04
5/10/2019,TSLA190510C00175000,0,0,87.5,81.25,0,2.6956,0.8959,0.002,0,175,255.04
5/10/2019,TSLA190510C00180000,70.56,6.01,74.55,75.5,10,0.02,1,0.0004,10,180,255.04
5/10/2019,TSLA190510C00185000,65.59,6.015,68.95,71.3,10,1.5076,0.9599,0.0017,1,185,255.04
5/10/2019,TSLA190510C00190000,0,0,64.6,65.6,0,1.3592,0.9615,0.0019,6,190,255.04
5/10/2019,TSLA190510C00195000,0,0,58.95,61.3,0,1.2319,0.9616,0.002,2,195,255.04
5/10/2019,TSLA190510C00200000,53.9,9.225,54.65,55.45,9,1.0836,0.9648,0.0022,35,200,255.04
5/10/2019,TSLA190510C00205000,51,11.55,49.55,50.55,1,0.9625,0.9658,0.0024,3,205,255.04
5/10/2019,TSLA190510C00207500,47.65,10.775,47.15,48.05,2,0.9184,0.9642,0.0026,108,207.5,255.04
5/10/2019,TSLA190510C00210000,45.12,10.37,43.85,46.3,1,0.8545,0.9655,0.0027,125,210,255.04
5/10/2019,TSLA190510C00212500,0,0,42.2,43.2,0,0.8348,0.9599,0.0031,136,212.5,255.04
5/10/2019,TSLA190510C00215000,0,0,39.65,40.7,0,0.7734,0.961,0.0033,127,215,255.04
5/10/2019,TSLA190510C00217500,0,0,37.25,38.25,0,0.7414,0.9567,0.0037,6,217.5,255.04
5/10/2019,TSLA190510C00220000,34.3,9.025,34.7,35.65,43,0.6687,0.9606,0.0038,272,220,255.04
5/10/2019,TSLA190510C00222500,0,0,32.35,33.1,0,0.6321,0.9569,0.0044,131,222.5,255.04
5/10/2019,TSLA190510C00225000,29.52,8.62,29.95,30.75,44,0.6155,0.9473,0.0053,106,225,255.04
5/10/2019,TSLA190510C00227500,28.7,9.85,27.7,28.3,83,0.6024,0.9346,0.0064,110,227.5,255.04
5/10/2019,TSLA190510C00230000,25.65,8.85,25.35,25.95,277,0.5846,0.9207,0.0077,408,230,255.04
5/10/2019,TSLA190510C00232500,22.4,7.6,22.95,23.55,165,0.5538,0.9086,0.009,299,232.5,255.04
5/10/2019,TSLA190510C00235000,20.9,7.975,20.7,21.3,955,0.545,0.885,0.0108,483,235,255.04
5/10/2019,TSLA190510C00237500,18.75,7.575,18.55,19.1,158,0.5386,0.8557,0.0129,359,237.5,255.04
5/10/2019,TSLA190510C00240000,16.6,7.075,16.45,17,2150,0.5323,0.8212,0.015,1811,240,255.04
5/10/2019,TSLA190510C00242500,14.75,6.75,14.45,14.9,361,0.5219,0.783,0.0172,805,242.5,255.04
5/10/2019,TSLA190510C00245000,12.9,6.25,12.6,12.95,3093,0.517,0.7373,0.0192,1255,245,255.04
5/10/2019,TSLA190510C00247500,11.05,5.575,10.8,11.15,1901,0.51,0.6872,0.0212,870,247.5,255.04
5/10/2019,TSLA190510C00250000,9.4,4.95,9.15,9.55,10412,0.507,0.6316,0.0227,7907,250,255.04
5/10/2019,TSLA190510C00252500,7.7,4.15,7.7,8,3371,0.5025,0.5731,0.0238,707,252.5,255.04
5/10/2019,TSLA190510C00255000,6.5,3.63,6.35,6.55,8952,0.4944,0.5124,0.0246,1632,255,255.04
5/10/2019,TSLA190510C00257500,5.35,3.095,5.2,5.45,4449,0.4956,0.4514,0.0244,1374,257.5,255.04
5/10/2019,TSLA190510C00260000,4.3,2.515,4.2,4.35,5399,0.491,0.3908,0.0239,2230,260,255.04
5/10/2019,TSLA190510C00262500,3.45,2.035,3.4,3.45,3749,0.4909,0.3339,0.0226,890,262.5,255.04
5/10/2019,TSLA190510C00265000,2.7,1.58,2.66,2.75,5530,0.4902,0.2808,0.021,1088,265,255.04
5/10/2019,TSLA190510C00267500,2.12,1.225,2.09,2.19,1602,0.4929,0.2341,0.019,655,267.5,255.04
5/10/2019,TSLA190510C00270000,1.67,0.945,1.65,1.71,4717,0.4958,0.193,0.0169,1421,270,255.04
5/10/2019,TSLA190510C00272500,1.3,0.685,1.25,1.36,972,0.4983,0.1571,0.0147,577,272.5,255.04
5/10/2019,TSLA190510C00275000,1.02,0.535,0.98,1.07,2149,0.5038,0.128,0.0127,1137,275,255.04
5/10/2019,TSLA190510C00277500,0.8,0.4,0.78,0.8,812,0.5077,0.1028,0.0108,204,277.5,255.04
5/10/2019,TSLA190510C00280000,0.6,0.26,0.6,0.67,2233,0.5169,0.0842,0.0091,1399,280,255.04
5/10/2019,TSLA190510C00282500,0.48,0.2,0.45,0.54,447,0.5226,0.0676,0.0076,190,282.5,255.04
5/10/2019,TSLA190510C00285000,0.39,0.155,0.35,0.42,615,0.5282,0.054,0.0063,1045,285,255.04
5/10/2019,TSLA190510C00287500,0.3,0.09,0.27,0.35,107,0.5376,0.0441,0.0053,166,287.5,255.04
5/10/2019,TSLA190510C00290000,0.25,0.1,0.21,0.27,1037,0.5428,0.035,0.0043,509,290,255.04
5/10/2019,TSLA190510C00292500,0.2,0.065,0.17,0.24,121,0.5571,0.0298,0.0037,123,292.5,255.04
5/10/2019,TSLA190510C00295000,0.16,0.03,0.13,0.2,480,0.5655,0.0243,0.0031,369,295,255.04
5/10/2019,TSLA190510C00297500,0.1,0.005,0.09,0.17,194,0.5717,0.0195,0.0025,196,297.5,255.04
5/10/2019,TSLA190510C00300000,0.11,0.02,0.06,0.14,1458,0.576,0.0153,0.002,1626,300,255.04
5/10/2019,TSLA190510C00302500,0.11,0.02,0.04,0.1,142,0.5733,0.0111,0.0016,159,302.5,255.04
5/10/2019,TSLA190510C00305000,0.07,-0.01,0.04,0.09,122,0.5916,0.0101,0.0014,568,305,255.04
5/10/2019,TSLA190510C00307500,0.05,-0.025,0.01,0.08,65,0.5885,0.0073,0.0011,34,307.5,255.04
5/10/2019,TSLA190510C00310000,0.03,-0.03,0,0.07,72,0.5902,0.0055,0.0008,156,310,255.04
5/10/2019,TSLA190510C00312500,0.04,-0.015,0.04,0.07,7,0.6482,0.0081,0.001,50,312.5,255.04
5/10/2019,TSLA190510C00315000,0.05,0.005,0.01,0.05,3,0.6272,0.0049,0.0007,154,315,255.04
5/10/2019,TSLA190510C00317500,0.04,0,0,0.05,8,0.6364,0.0041,0.0006,53,317.5,255.04
5/10/2019,TSLA190510C00320000,0.03,-0.005,0.02,0.04,121,0.6661,0.0045,0.0006,249,320,255.04
5/10/2019,TSLA190510C00325000,0,0,0,0.04,0,0.6798,0.0031,0.0004,202,325,255.04
5/10/2019,TSLA190510C00330000,0.02,0,0,0.03,9,0.7064,0.0026,0.0003,270,330,255.04
5/10/2019,TSLA190510C00335000,0.02,-0.01,0,0.03,51,0.7368,0.0023,0.0003,34,335,255.04
5/10/2019,TSLA190510C00340000,0,0,0,0.04,0,0.7883,0.0026,0.0003,274,340,255.04
5/10/2019,TSLA190510C00345000,0,0,0,0.04,0,0.8201,0.0024,0.0003,248,345,255.04
5/10/2019,TSLA190510C00350000,0.01,0,0.01,0.02,100,0.843,0.002,0.0002,424,350,255.04
5/10/2019,TSLA190510C00355000,0.02,0.005,0,0.03,1,0.8674,0.0018,0.0002,103,355,255.04
5/10/2019,TSLA190510C00360000,0,0,0,0.03,0,0.9008,0.0017,0.0002,807,360,255.04
5/10/2019,TSLA190510C00365000,0,0,0.01,0.02,0,0.9471,0.0019,0.0002,180,365,255.04
5/10/2019,TSLA190510C00370000,0,0,0,0.03,0,0.9688,0.0017,0.0002,161,370,255.04
5/10/2019,TSLA190510C00375000,0,0,0,0.03,0,1.0015,0.0017,0.0002,11,375,255.04
5/10/2019,TSLA190510C00380000,0,0,0,0.01,0,0.9538,0.0007,0.0001,46,380,255.04
5/10/2019,TSLA190510C00385000,0.02,0.005,0,0.03,3,1.056,0.0015,0.0001,110,385,255.04
5/10/2019,TSLA190510C00390000,0,0,0,0.02,0,1.0583,0.0011,0.0001,327,390,255.04
5/17/2019,TSLA190517C00010000,0,0,244.45,245.6,0,0.02,0.999,0,0,10,255.04
5/17/2019,TSLA190517C00020000,0,0,233.7,236.4,0,29.6103,0.9986,0,0,20,255.04
5/17/2019,TSLA190517C00030000,0,0,224.45,225.6,0,0.02,1,0.0001,0,30,255.04
5/17/2019,TSLA190517C00040000,0,0,213.7,216.4,0,13.483,0.9765,0.0001,0,40,255.04
5/17/2019,TSLA190517C00050000,0,0,204.5,205.65,0,10.2669,0.964,0.0002,0,50,255.04
5/17/2019,TSLA190517C00060000,0,0,193.75,196.4,0,8.1162,0.9556,0.0002,0,60,255.04
5/17/2019,TSLA190517C00070000,0,0,184.5,185.65,0,6.5802,0.951,0.0003,0,70,255.04
5/17/2019,TSLA190517C00080000,0,0,173.75,176.45,0,5.4338,0.949,0.0004,0,80,255.04
5/17/2019,TSLA190517C00090000,0,0,164.55,165.65,0,4.5372,0.9492,0.0005,0,90,255.04
5/17/2019,TSLA190517C00100000,0,0,154.45,156,0,3.8478,0.95,0.0005,45,100,255.04
5/17/2019,TSLA190517C00110000,0,0,144.5,145.65,0,3.2293,0.9531,0.0006,113,110,255.04
5/17/2019,TSLA190517C00120000,0,0,134.5,135.65,0,2.7411,0.9561,0.0007,3,120,255.04
5/17/2019,TSLA190517C00130000,0,0,124.55,125.7,0,2.339,0.9589,0.0008,100,130,255.04
5/17/2019,TSLA190517C00135000,0,0,118.8,121.5,0,2.1613,0.9603,0.0008,0,135,255.04
5/17/2019,TSLA190517C00140000,0,0,114.6,115.7,0,1.9913,0.962,0.0008,22,140,255.04
5/17/2019,TSLA190517C00145000,0,0,108.85,101.6,0,0.02,1,0.0001,0,145,255.04
5/17/2019,TSLA190517C00150000,104.55,9.875,104.6,105.75,2,1.6918,0.965,0.0009,2,150,255.04
5/17/2019,TSLA190517C00155000,0,0,98.85,83.25,0,0.02,0,0,3,155,255.04
5/17/2019,TSLA190517C00160000,96.2,11.9,94.6,95.75,3,1.4256,0.9683,0.001,14,160,255.04
5/17/2019,TSLA190517C00165000,0,0,88.85,91.55,0,1.3118,0.9693,0.0011,5,165,255.04
5/17/2019,TSLA190517C00170000,0,0,84.65,76.8,0,0.02,1,0.0001,10,170,255.04
5/17/2019,TSLA190517C00175000,76.65,6.9,79.6,80.75,2,1.0859,0.973,0.0012,19,175,255.04
5/17/2019,TSLA190517C00180000,0,0,74.65,75.8,0,1.0013,0.9729,0.0013,17,180,255.04
5/17/2019,TSLA190517C00185000,69.63,9.88,68.9,71.6,2,0.9167,0.9731,0.0014,47,185,255.04
5/17/2019,TSLA190517C00190000,0,0,64.7,65.8,0,0.8311,0.9739,0.0015,86,190,255.04
5/17/2019,TSLA190517C00195000,0,0,59,61.65,0,0.7735,0.9712,0.0017,210,195,255.04
5/17/2019,TSLA190517C00200000,54.27,9.02,54.8,55.9,60,0.7067,0.9698,0.002,441,200,255.04
5/17/2019,TSLA190517C00205000,49.9,9.45,49.7,51,30,0.6368,0.9689,0.0022,44,205,255.04
5/17/2019,TSLA190517C00207500,47.45,0,47.5,48.6,10,0.6553,0.9574,0.0028,0,207.5,255.04
5/17/2019,TSLA190517C00210000,45.31,9.485,44.95,46.15,37,0.6218,0.956,0.0031,139,210,255.04
5/17/2019,TSLA190517C00212500,0,0,42.65,43.75,0,0.6201,0.9464,0.0036,0,212.5,255.04
5/17/2019,TSLA190517C00215000,40.6,9.225,40.3,41.35,87,0.609,0.9378,0.0041,182,215,255.04
5/17/2019,TSLA190517C00217500,0,0,37.95,39,0,0.5995,0.9276,0.0047,0,217.5,255.04
5/17/2019,TSLA190517C00220000,35.97,8.945,35.75,36.45,149,0.583,0.9182,0.0053,344,220,255.04
5/17/2019,TSLA190517C00222500,33.2,0,33.3,34.1,13,0.5614,0.9093,0.006,0,222.5,255.04
5/17/2019,TSLA190517C00225000,31.4,8.55,31.15,31.85,244,0.5615,0.8909,0.0069,494,225,255.04
5/17/2019,TSLA190517C00227500,29.03,0,28.85,29.5,224,0.5435,0.8773,0.0077,0,227.5,255.04
5/17/2019,TSLA190517C00230000,27.05,8.125,26.65,27.25,917,0.5326,0.8589,0.0087,1045,230,255.04
5/17/2019,TSLA190517C00232500,24.25,0,24.55,25.2,35,0.5309,0.8342,0.0097,0,232.5,255.04
5/17/2019,TSLA190517C00235000,22.8,7.45,22.5,23,187,0.5199,0.8108,0.0108,917,235,255.04
5/17/2019,TSLA190517C00237500,19.6,0,20.5,20.95,9,0.5123,0.7833,0.0119,0,237.5,255.04
5/17/2019,TSLA190517C00240000,18.8,6.7,18.7,19,822,0.5102,0.751,0.0129,2504,240,255.04
5/17/2019,TSLA190517C00242500,16.85,0,16.75,17.2,75,0.5028,0.7181,0.0139,0,242.5,255.04
5/17/2019,TSLA190517C00245000,15,5.675,15,15.4,818,0.4961,0.6824,0.0149,3303,245,255.04
5/17/2019,TSLA190517C00247500,13.53,5.48,13.35,13.75,474,0.4918,0.6438,0.0157,859,247.5,255.04
5/17/2019,TSLA190517C00250000,12.1,5.15,11.9,12.15,4235,0.4888,0.6032,0.0164,3892,250,255.04
5/17/2019,TSLA190517C00252500,10.6,4.65,10.55,10.7,928,0.4869,0.5612,0.0168,569,252.5,255.04
5/17/2019,TSLA190517C00255000,9.2,4.15,9.05,9.35,1875,0.4783,0.5184,0.0173,2622,255,255.04
5/17/2019,TSLA190517C00257500,8,3.725,7.85,8.15,498,0.4757,0.4751,0.0174,804,257.5,255.04
5/17/2019,TSLA190517C00260000,6.9,3.3,6.8,6.95,10249,0.4715,0.4316,0.0173,21906,260,255.04
5/17/2019,TSLA190517C00262500,5.92,2.91,5.8,6,376,0.4697,0.3893,0.0169,837,262.5,255.04
5/17/2019,TSLA190517C00265000,5.05,2.535,4.9,5.1,2343,0.4663,0.3477,0.0164,3983,265,255.04
5/17/2019,TSLA190517C00267500,4.22,2.12,4.15,4.35,339,0.4658,0.309,0.0157,566,267.5,255.04
5/17/2019,TSLA190517C00270000,3.6,1.855,3.5,3.7,2537,0.4663,0.273,0.0148,3461,270,255.04
5/17/2019,TSLA190517C00272500,3.02,1.575,2.96,3.1,1182,0.4663,0.2394,0.0138,280,272.5,255.04
5/17/2019,TSLA190517C00275000,2.58,1.365,2.47,2.58,1170,0.4655,0.2079,0.0128,2677,275,255.04
5/17/2019,TSLA190517C00277500,2.14,1.13,2.06,2.17,558,0.4667,0.1804,0.0117,433,277.5,255.04
5/17/2019,TSLA190517C00280000,1.79,0.95,1.7,1.8,3746,0.4669,0.155,0.0106,5589,280,255.04
5/17/2019,TSLA190517C00282500,1.49,0.785,1.42,1.52,295,0.4701,0.1339,0.0095,249,282.5,255.04
5/17/2019,TSLA190517C00285000,1.25,0.64,1.18,1.27,533,0.4722,0.1148,0.0085,993,285,255.04
5/17/2019,TSLA190517C00287500,1.04,0.53,0.98,1.07,188,0.4752,0.0984,0.0076,330,287.5,255.04
5/17/2019,TSLA190517C00290000,0.88,0.455,0.81,0.9,957,0.4779,0.084,0.0067,1983,290,255.04
5/17/2019,TSLA190517C00292500,0.66,0.29,0.68,0.77,35,0.4828,0.0724,0.0059,512,292.5,255.04
5/17/2019,TSLA190517C00295000,0.64,0.32,0.62,0.64,261,0.4904,0.0635,0.0053,2622,295,255.04
5/17/2019,TSLA190517C00297500,0.48,0.195,0.47,0.56,48,0.4915,0.0533,0.0046,119,297.5,255.04
5/17/2019,TSLA190517C00300000,0.46,0.225,0.44,0.47,5934,0.4998,0.0471,0.0041,11210,300,255.04
5/17/2019,TSLA190517C00302500,0.41,0.19,0.35,0.41,33,0.5032,0.0402,0.0036,202,302.5,255.04
5/17/2019,TSLA190517C00305000,0.35,0.165,0.27,0.35,367,0.5038,0.0334,0.0031,1586,305,255.04
5/17/2019,TSLA190517C00310000,0.26,0.115,0.19,0.27,370,0.5158,0.0253,0.0024,1851,310,255.04
5/17/2019,TSLA190517C00315000,0.22,0.095,0.15,0.23,49,0.5354,0.0208,0.0019,935,315,255.04
5/17/2019,TSLA190517C00320000,0.17,0.075,0.09,0.18,177,0.5424,0.0152,0.0015,1899,320,255.04
5/17/2019,TSLA190517C00325000,0.11,0.04,0.06,0.16,142,0.5566,0.0121,0.0012,1394,325,255.04
5/17/2019,TSLA190517C00330000,0.1,0.035,0.09,0.13,307,0.5866,0.0116,0.0011,4444,330,255.04
5/17/2019,TSLA190517C00335000,0.08,0.025,0.05,0.11,63,0.5923,0.0086,0.0008,1254,335,255.04
5/17/2019,TSLA190517C00340000,0.07,0.02,0.05,0.1,71,0.615,0.0078,0.0007,1289,340,255.04
5/17/2019,TSLA190517C00345000,0.06,0.025,0.05,0.08,35,0.6314,0.0067,0.0006,1096,345,255.04
5/17/2019,TSLA190517C00350000,0.06,0.015,0.04,0.06,82,0.6397,0.0052,0.0005,1782,350,255.04
5/17/2019,TSLA190517C00355000,0.03,0.005,0,0.06,8,0.631,0.0033,0.0003,1207,355,255.04
5/17/2019,TSLA190517C00360000,0.04,0.005,0.02,0.05,229,0.6648,0.0036,0.0003,1834,360,255.04
5/17/2019,TSLA190517C00365000,0.05,0.02,0,0.04,8,0.6485,0.0021,0.0002,656,365,255.04
5/17/2019,TSLA190517C00370000,0.03,-0.005,0.02,0.04,21,0.7012,0.003,0.0003,677,370,255.04
5/17/2019,TSLA190517C00375000,0.01,0.015,0.01,0.04,7,0.7137,0.0026,0.0002,882,375,255.04
5/17/2019,TSLA190517C00380000,0.02,-0.01,0.02,0.03,24,0.7336,0.0025,0.0002,1153,380,255.04
5/17/2019,TSLA190517C00385000,0.02,-0.01,0.02,0.04,1,0.7678,0.0028,0.0002,425,385,255.04
5/17/2019,TSLA190517C00390000,0,0,0,0.05,0,0.7759,0.0024,0.0002,281,390,255.04
5/17/2019,TSLA190517C00395000,0.02,0.005,0,0.03,102,0.7628,0.0015,0.0001,95,395,255.04
5/17/2019,TSLA190517C00400000,0.02,-0.005,0.01,0.03,96,0.8014,0.0019,0.0002,1718,400,255.04
5/17/2019,TSLA190517C00405000,0,0,0,0.03,0,0.802,0.0014,0.0001,170,405,255.04
5/17/2019,TSLA190517C00410000,0.01,0,0.01,0.03,1,0.8409,0.0018,0.0001,573,410,255.04
5/17/2019,TSLA190517C00415000,0,0,0,0.03,0,0.8399,0.0014,0.0001,396,415,255.04
5/17/2019,TSLA190517C00420000,0,0,0.01,0.03,0,0.8792,0.0017,0.0001,689,420,255.04
5/17/2019,TSLA190517C00425000,0.02,0.005,0,0.03,1,0.8768,0.0013,0.0001,86,425,255.04
5/17/2019,TSLA190517C00430000,0,0,0,0.03,0,0.895,0.0013,0.0001,83,430,255.04
5/17/2019,TSLA190517C00435000,0,0,0,0.02,0,0.8855,0.0009,0.0001,99,435,255.04
5/17/2019,TSLA190517C00440000,0,0,0,0.02,0,0.904,0.0009,0.0001,214,440,255.04
5/17/2019,TSLA190517C00445000,0,0,0,0.03,0,0.9479,0.0013,0.0001,72,445,255.04
5/17/2019,TSLA190517C00450000,0,0,0,0.03,0,0.9647,0.0012,0.0001,814,450,255.04
