Expiry,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Underlying
5/3/2019,SPY190503C00292500,1.62,1.35,1.63,1.78,14551,0.02,0.9239,0.1228,11589,292.5,294.02
5/3/2019,SPY190503C00293000,1.24,1.085,1.17,1.23,62634,0.02,0.9164,0.1822,53870,293,294.02
5/3/2019,SPY190503C00293500,0.7,0.615,0.7,0.73,44017,0.02,0.852,0.3645,7151,293.5,294.02
5/3/2019,SPY190503C00294000,0.21,0.165,0.19,0.25,71901,0.02,0.7025,1.1421,24263,294,294.02
5/3/2019,SPY190503C00294500,0.01,-0.015,0,0.01,43916,0.1301,0.1432,0.6384,10836,294.5,294.02
5/3/2019,SPY190503C00295000,0.01,0.005,0,0.01,16893,0.1713,0.0301,0.1463,31207,295,294.02
5/3/2019,SPY190503C00296000,0.01,0,0,0.01,3398,0.3025,0.0115,0.0367,18116,296,294.02
5/3/2019,SPY190503C00297000,0.01,0,0,0.01,2932,0.4614,0.0113,0.0237,21472,297,294.02
5/3/2019,SPY190503C00297500,0.01,0,0,0.01,71,0.5406,0.0113,0.0201,4269,297.5,294.02
5/3/2019,SPY190503C00298000,0.01,0,0,0.01,68,0.5604,0.0058,0.0108,15664,298,294.02
5/3/2019,SPY190503C00299000,0.01,0,0,0.01,9,0.7207,0.0069,0.0098,7710,299,294.02
5/3/2019,SPY190503C00300000,0.01,0,0,0.01,257,0.8426,0.0056,0.007,16848,300,294.02
5/3/2019,SPY190503C00301000,0.01,0,0,0.01,9,1.0255,0.0075,0.0074,3135,301,294.02
5/3/2019,SPY190503C00302000,0.01,0,0,0.01,90,1.0761,0.004,0.0041,924,302,294.02
5/3/2019,SPY190503C00302500,0,0,0,0.01,0,1.2014,0.0059,0.0051,2821,302.5,294.02
5/3/2019,SPY190503C00303000,0,0,0,0.01,0,1.2135,0.0041,0.0037,2631,303,294.02
5/3/2019,SPY190503C00304000,0,0,0,0.01,0,1.3556,0.0043,0.0034,181483,304,294.02
5/3/2019,SPY190503C00305000,0,0,0,0.01,0,1.4029,0.0026,0.0021,1350,305,294.02
5/3/2019,SPY190503C00306000,0,0,0,0.01,0,1.6525,0.0049,0.0032,30,306,294.02
5/3/2019,SPY190503C00307000,0,0,0,0.01,0,1.7311,0.0038,0.0024,361,307,294.02
5/3/2019,SPY190503C00307500,0,0,0,0.01,0,1.7836,0.0036,0.0022,112,307.5,294.02
5/3/2019,SPY190503C00308000,0,0,0,0.01,0,1.8448,0.0035,0.0021,10,308,294.02
5/3/2019,SPY190503C00309000,0,0,0,0.01,0,2.001,0.004,0.0022,0,309,294.02
5/3/2019,SPY190503C00310000,0,0,0,0.01,0,2.001,0.0023,0.0013,77,310,294.02
5/3/2019,SPY190503C00311000,0,0,0,0.01,0,2.251,0.0038,0.0019,0,311,294.02
5/3/2019,SPY190503C00312000,0,0,0,0.01,0,2.2727,0.0026,0.0013,0,312,294.02
5/3/2019,SPY190503C00312500,0,0,0,0.01,0,2.3762,0.003,0.0014,16,312.5,294.02
5/3/2019,SPY190503C00313000,0,0,0,0.01,0,2.2762,0.0016,0.0008,0,313,294.02
5/3/2019,SPY190503C00314000,0,0,0,0.01,0,2.5415,0.0028,0.0012,0,314,294.02
5/3/2019,SPY190503C00315000,0,0,0,0.01,0,2.5528,0.0019,0.0009,84,315,294.02
5/3/2019,SPY190503C00317500,0,0,0,0.01,0,2.8285,0.0018,0.0008,0,317.5,294.02
5/3/2019,SPY190503C00320000,0,0,0,0.01,0,3.1136,0.0018,0.0007,34,320,294.02
5/3/2019,SPY190503C00322500,0,0,0,0.01,0,3.4091,0.0018,0.0006,0,322.5,294.02
5/3/2019,SPY190503C00325000,0,0,0,0.01,0,3.7048,0.0019,0.0006,0,325,294.02
5/6/2019,SPY190506C00250000,0,0,44.04,44.35,0,0.7912,0.9974,0.0005,0,250,294.02
5/6/2019,SPY190506C00255000,0,0,39.04,39.36,0,0.7011,0.9971,0.0006,0,255,294.02
5/6/2019,SPY190506C00260000,0,0,34.04,34.35,0,0.6045,0.9972,0.0006,0,260,294.02
5/6/2019,SPY190506C00265000,0,0,29.02,29.36,0,0.4788,0.9984,0.0005,12,265,294.02
5/6/2019,SPY190506C00265500,0,0,28.52,28.86,0,0.4787,0.9981,0.0006,0,265.5,294.02
5/6/2019,SPY190506C00266000,0,0,28.02,28.36,0,0.4482,0.9987,0.0004,0,266,294.02
5/6/2019,SPY190506C00266500,0,0,27.52,27.86,0,0.4177,0.9992,0.0003,0,266.5,294.02
5/6/2019,SPY190506C00267000,0,0,27.02,27.36,0,0.4176,0.9991,0.0003,0,267,294.02
5/6/2019,SPY190506C00267500,0,0,26.53,26.86,0,0.4655,0.9971,0.0008,0,267.5,294.02
5/6/2019,SPY190506C00268000,0,0,26.05,24.79,0,0.02,1,0.001,0,268,294.02
5/6/2019,SPY190506C00268500,0,0,25.53,25.85,0,0.4174,0.9984,0.0005,0,268.5,294.02
5/6/2019,SPY190506C00269000,0,0,25.05,23.8,0,0.02,1,0,0,269,294.02
5/6/2019,SPY190506C00269500,0,0,24.53,24.86,0,0.4195,0.9976,0.0008,0,269.5,294.02
5/6/2019,SPY190506C00270000,0,0,24.05,24.36,0,0.454,0.9947,0.0015,27,270,294.02
5/6/2019,SPY190506C00270500,0,0,23.55,23.86,0,0.4539,0.9939,0.0017,0,270.5,294.02
5/6/2019,SPY190506C00271000,0,0,23.05,21.81,0,0.02,1,0.001,0,271,294.02
5/6/2019,SPY190506C00271500,0,0,22.55,22.86,0,0.4314,0.9941,0.0018,0,271.5,294.02
5/6/2019,SPY190506C00272000,0,0,22.05,20.83,0,0.02,1,0.0007,0,272,294.02
5/6/2019,SPY190506C00272500,0,0,21.55,21.86,0,0.4076,0.9945,0.0017,0,272.5,294.02
5/6/2019,SPY190506C00273000,0,0,21.05,20.83,0,0.02,1,0,50,273,294.02
5/6/2019,SPY190506C00273500,0,0,20.52,20.89,0,0.3921,0.994,0.0019,0,273.5,294.02
5/6/2019,SPY190506C00274000,0,0,20.05,19.84,0,0.02,1,0.0022,100,274,294.02
5/6/2019,SPY190506C00274500,0,0,19.52,19.89,0,0.3769,0.9935,0.0022,0,274.5,294.02
5/6/2019,SPY190506C00275000,0,0,19.05,19.39,0,0.3971,0.9893,0.0032,30,275,294.02
5/6/2019,SPY190506C00275500,0,0,18.52,18.89,0,0.3611,0.993,0.0024,0,275.5,294.02
5/6/2019,SPY190506C00276000,0,0,18.02,18.39,0,0.3458,0.9937,0.0023,10,276,294.02
5/6/2019,SPY190506C00276500,0,0,17.52,17.89,0,0.3438,0.9926,0.0027,0,276.5,294.02
5/6/2019,SPY190506C00277000,16.96,1.575,17.05,17.39,2,0.3582,0.9885,0.0038,2,277,294.02
5/6/2019,SPY190506C00277500,0,0,16.54,16.89,0,0.3443,0.9891,0.0038,0,277.5,294.02
5/6/2019,SPY190506C00278000,0,0,16.02,16.39,0,0.3149,0.9924,0.003,11,278,294.02
5/6/2019,SPY190506C00278500,0,0,15.52,15.89,0,0.3042,0.9925,0.0031,0,278.5,294.02
5/6/2019,SPY190506C00279000,15.04,2.88,15.05,15.38,21,0.3148,0.9886,0.0043,60,279,294.02
5/6/2019,SPY190506C00279500,0,0,14.52,14.89,0,0.2841,0.9926,0.0033,0,279.5,294.02
5/6/2019,SPY190506C00280000,14,2.865,14.05,14.38,24,0.2948,0.9883,0.0047,13,280,294.02
5/6/2019,SPY190506C00280500,13.84,3.215,13.55,13.89,30,0.2939,0.9859,0.0056,23,280.5,294.02
5/6/2019,SPY190506C00281000,0,0,13.05,13.39,1,0.2856,0.9851,0.006,44,281,294.02
5/6/2019,SPY190506C00281500,12.46,2.815,12.55,12.88,30,0.2677,0.987,0.0057,1,281.5,294.02
5/6/2019,SPY190506C00282000,11.94,2.785,12.05,12.37,60,0.2501,0.9889,0.0053,30,282,294.02
5/6/2019,SPY190506C00282500,0,0,11.53,11.87,0,0.2211,0.9933,0.0038,13,282.5,294.02
5/6/2019,SPY190506C00283000,10.01,1.84,11.05,11.36,75,0.2225,0.9907,0.0051,93,283,294.02
5/6/2019,SPY190506C00283500,10.5,2.83,10.55,10.89,6,0.2344,0.9836,0.0079,17,283.5,294.02
5/6/2019,SPY190506C00284000,0,0,10.05,10.35,0,0.02,1,0.0061,161,284,294.02
5/6/2019,SPY190506C00284500,9.74,3.035,9.56,9.86,20,0.2046,0.9865,0.0077,23,284.5,294.02
5/6/2019,SPY190506C00285000,9.19,2.965,9.06,9.39,2,0.2125,0.9782,0.0112,51,285,294.02
5/6/2019,SPY190506C00285500,0,0,8.56,8.88,6,0.1958,0.9807,0.0109,60,285.5,294.02
5/6/2019,SPY190506C00286000,8,2.73,8.06,8.36,25,0.1777,0.984,0.0102,23,286,294.02
5/6/2019,SPY190506C00286500,7.54,2.725,7.56,7.85,21,0.161,0.9868,0.0096,129,286.5,294.02
5/6/2019,SPY190506C00287000,7.13,2.785,7.06,7.27,23,0.02,1,0.0105,121,287,294.02
5/6/2019,SPY190506C00287500,6.56,2.665,6.57,6.86,314,0.1545,0.9778,0.0156,847,287.5,294.02
5/6/2019,SPY190506C00288000,5.15,1.69,6.07,6.27,11,0.02,1,0,752,288,294.02
5/6/2019,SPY190506C00288500,5.61,2.575,5.57,5.77,28,0.02,1,0,197,288.5,294.02
5/6/2019,SPY190506C00289000,5.02,2.395,5.08,5.28,107,0.02,1,0.0234,344,289,294.02
5/6/2019,SPY190506C00289500,4.64,2.405,4.58,4.78,111,0.02,1,0.0259,1203,289.5,294.02
5/6/2019,SPY190506C00290000,4.2,2.325,4.09,4.4,437,0.1178,0.9499,0.0401,1471,290,294.02
5/6/2019,SPY190506C00290500,3.68,2.15,3.61,3.9,361,0.1113,0.9371,0.0508,563,290.5,294.02
5/6/2019,SPY190506C00291000,3.14,1.915,3.24,3.3,4318,0.1038,0.922,0.0643,3911,291,294.02
5/6/2019,SPY190506C00291500,2.77,1.81,2.77,2.82,787,0.0976,0.8981,0.0834,1829,291.5,294.02
5/6/2019,SPY190506C00292000,2.2,1.48,2.29,2.35,4369,0.0899,0.8693,0.1081,5459,292,294.02
5/6/2019,SPY190506C00292500,1.86,1.34,1.84,1.89,3517,0.084,0.823,0.1415,2462,292.5,294.02
5/6/2019,SPY190506C00293000,1.42,1.06,1.41,1.46,15150,0.0784,0.7579,0.1825,5460,293,294.02
5/6/2019,SPY190506C00293500,1.01,0.765,1.02,1.04,9001,0.0718,0.6712,0.2307,1120,293.5,294.02
5/6/2019,SPY190506C00294000,0.69,0.535,0.68,0.7,17477,0.0666,0.557,0.2714,8723,294,294.02
5/6/2019,SPY190506C00294500,0.41,0.315,0.42,0.45,12736,0.0662,0.416,0.2699,258,294.5,294.02
5/6/2019,SPY190506C00295000,0.24,0.175,0.23,0.25,12565,0.0636,0.2807,0.2429,10740,295,294.02
5/6/2019,SPY190506C00296000,0.07,0.045,0.06,0.07,10170,0.0641,0.0989,0.1245,6591,296,294.02
5/6/2019,SPY190506C00297000,0.02,0.005,0.01,0.02,3111,0.0662,0.0267,0.0427,5797,297,294.02
5/6/2019,SPY190506C00298000,0.01,0.005,0,0.01,876,0.0773,0.0125,0.0192,15992,298,294.02
5/6/2019,SPY190506C00299000,0.01,0,0,0.01,637,0.0845,0.0049,0.0077,1510,299,294.02
5/6/2019,SPY190506C00300000,0.01,0,0,0.01,439,0.1039,0.0057,0.0071,3440,300,294.02
5/6/2019,SPY190506C00301000,0,0,0,0.01,0,0.1238,0.0064,0.0067,772,301,294.02
5/6/2019,SPY190506C00302000,0.01,0,0,0.01,41,0.1293,0.0032,0.0034,507,302,294.02
5/6/2019,SPY190506C00303000,0.01,0,0,0.01,41,0.1497,0.004,0.0036,496,303,294.02
5/6/2019,SPY190506C00304000,0,0,0,0.01,0,0.1611,0.0031,0.0027,94,304,294.02
5/6/2019,SPY190506C00305000,0,0,0,0.01,0,0.1769,0.0031,0.0024,1116,305,294.02
5/6/2019,SPY190506C00306000,0,0,0,0.01,0,0.1987,0.0039,0.0027,713,306,294.02
5/6/2019,SPY190506C00307000,0,0,0,0.01,0,0.2068,0.0028,0.0019,7,307,294.02
5/6/2019,SPY190506C00308000,0,0,0,0.01,0,0.2224,0.0028,0.0018,0,308,294.02
5/6/2019,SPY190506C00309000,0,0,0,0.01,0,0.2475,0.0039,0.0021,0,309,294.02
5/6/2019,SPY190506C00310000,0,0,0,0.01,0,0.2598,0.0034,0.0018,49,310,294.02
5/6/2019,SPY190506C00311000,0,0,0,0.01,0,0.2742,0.0033,0.0017,0,311,294.02
5/6/2019,SPY190506C00312000,0,0,0,0.01,0,0.2894,0.0032,0.0015,0,312,294.02
5/6/2019,SPY190506C00313000,0,0,0,0.01,0,0.2945,0.0024,0.0012,0,313,294.02
5/6/2019,SPY190506C00314000,0,0,0,0.01,0,0.3036,0.002,0.0009,0,314,294.02
5/8/2019,SPY190508C00250000,0,0,44.08,44.41,0,0.5426,0.9981,0.0004,4,250,294.02
5/8/2019,SPY190508C00255000,0,0,39.06,38.53,0,0.02,1,0,0,255,294.02
5/8/2019,SPY190508C00260000,0,0,34.09,33.55,0,0.02,1,0,0,260,294.02
5/8/2019,SPY190508C00265000,0,0,29.06,29.43,0,0.3571,0.9975,0.0007,1,265,294.02
5/8/2019,SPY190508C00268000,0,0,26.07,24.86,0,0.02,1,0,0,268,294.02
5/8/2019,SPY190508C00269000,0,0,25.07,23.87,0,0.02,1,0,0,269,294.02
5/8/2019,SPY190508C00270000,0,0,24.07,24.44,0,0.3209,0.9949,0.0015,16,270,294.02
5/8/2019,SPY190508C00271000,0,0,23.1,23.4,0,0.2966,0.9961,0.0013,51,271,294.02
5/8/2019,SPY190508C00272000,0,0,22.1,22.43,0,0.3126,0.9921,0.0022,4,272,294.02
5/8/2019,SPY190508C00273000,0,0,21.08,19.93,0,0.02,1,0.0014,0,273,294.02
5/8/2019,SPY190508C00274000,0,0,20.08,20.43,0,0.267,0.9947,0.0018,1,274,294.02
5/8/2019,SPY190508C00275000,0,0,19.1,19.43,0,0.2744,0.991,0.0029,4,275,294.02
5/8/2019,SPY190508C00276000,16.84,1.605,18.1,18.4,1,0.2351,0.9954,0.0018,20,276,294.02
5/8/2019,SPY190508C00277000,0,0,17.11,17.33,0,0.02,1,0,27,277,294.02
5/8/2019,SPY190508C00278000,0,0,16.11,16.33,0,0.02,1,0,111,278,294.02
5/8/2019,SPY190508C00279000,0,0,15.11,15.34,0,0.02,1,0,77,279,294.02
5/8/2019,SPY190508C00280000,0,0,14.11,14.34,0,0.02,1,0.0027,41,280,294.02
5/8/2019,SPY190508C00280500,0,0,13.59,13.91,0,0.1737,0.9958,0.0023,60,280.5,294.02
5/8/2019,SPY190508C00281000,0,0,13.1,13.34,0,0.02,1,0,50,281,294.02
5/8/2019,SPY190508C00281500,0,0,12.62,10.02,0,0.02,0,0,22,281.5,294.02
5/8/2019,SPY190508C00282000,0,0,12.12,12.35,0,0.02,1,0.0015,72,282,294.02
5/8/2019,SPY190508C00282500,0,0,11.6,11.9,0,0.1507,0.9951,0.003,21,282.5,294.02
5/8/2019,SPY190508C00283000,0,0,11.13,11.35,0,0.05,1,0,26,283,294.02
5/8/2019,SPY190508C00283500,10.6,2.665,10.61,10.85,2,0.02,1,0.0038,93,283.5,294.02
5/8/2019,SPY190508C00284000,10.11,2.645,10.12,10.36,4,0.05,1,0,95,284,294.02
5/8/2019,SPY190508C00284500,0,0,9.64,9.86,0,0.1277,0.9942,0.0042,66,284.5,294.02
5/8/2019,SPY190508C00285000,9.04,2.53,9.15,9.35,14,0.12,0.9945,0.0042,30,285,294.02
5/8/2019,SPY190508C00285500,0,0,8.63,8.92,0,0.1398,0.9805,0.011,71,285.5,294.02
5/8/2019,SPY190508C00286000,7.92,2.3,8.16,8.49,20,0.1565,0.9591,0.0182,136,286,294.02
5/8/2019,SPY190508C00286500,7.43,2.27,7.67,7.99,38,0.1513,0.9544,0.0205,85,286.5,294.02
5/8/2019,SPY190508C00287000,7.18,2.47,7.19,7.49,19,0.1462,0.9489,0.0233,397,287,294.02
5/8/2019,SPY190508C00287500,0,0,6.7,6.91,0,0.1268,0.96,0.022,82,287.5,294.02
5/8/2019,SPY190508C00288000,6.2,2.335,6.21,6.42,5,0.1216,0.9544,0.0255,176,288,294.02
5/8/2019,SPY190508C00288500,4.99,1.525,5.73,6.05,13,0.134,0.9208,0.0357,630,288.5,294.02
5/8/2019,SPY190508C00289000,5.23,2.155,5.26,5.44,52,0.1113,0.9396,0.0349,618,289,294.02
5/8/2019,SPY190508C00289500,4.95,2.25,4.8,4.96,44,0.1107,0.921,0.0431,1147,289.5,294.02
5/8/2019,SPY190508C00290000,4.39,2.045,4.38,4.49,5451,0.1123,0.8933,0.0531,6089,290,294.02
5/8/2019,SPY190508C00291000,3.51,1.81,3.41,3.61,3805,0.1052,0.8439,0.0738,3621,291,294.02
5/8/2019,SPY190508C00292000,2.52,1.37,2.65,2.69,2139,0.101,0.7668,0.0982,2809,292,294.02
5/8/2019,SPY190508C00293000,1.85,1.13,1.85,1.89,10525,0.093,0.67,0.1263,4212,293,294.02
5/8/2019,SPY190508C00294000,1.18,0.77,1.18,1.2,11810,0.0865,0.5384,0.1489,4373,294,294.02
5/8/2019,SPY190508C00295000,0.63,0.415,0.68,0.7,11424,0.0831,0.3859,0.1493,8034,295,294.02
5/8/2019,SPY190508C00296000,0.34,0.245,0.34,0.36,11516,0.0802,0.241,0.126,9409,296,294.02
5/8/2019,SPY190508C00297000,0.16,0.115,0.16,0.17,1832,0.0801,0.1343,0.0876,3212,297,294.02
5/8/2019,SPY190508C00298000,0.07,0.045,0.06,0.07,1074,0.0787,0.0625,0.0507,2377,298,294.02
5/8/2019,SPY190508C00299000,0.03,0.015,0.02,0.03,956,0.0787,0.0262,0.0251,1179,299,294.02
5/8/2019,SPY190508C00300000,0.02,0,0.01,0.02,1111,0.0856,0.0156,0.0149,3945,300,294.02
5/8/2019,SPY190508C00301000,0.01,0,0,0.01,12,0.0853,0.0057,0.0061,3374,301,294.02
5/8/2019,SPY190508C00302000,0,0,0,0.01,0,0.0984,0.0059,0.0055,257,302,294.02
5/8/2019,SPY190508C00303000,0,0,0,0.01,0,0.1101,0.0057,0.0048,722,303,294.02
5/8/2019,SPY190508C00304000,0,0,0,0.01,0,0.121,0.0052,0.004,510,304,294.02
5/8/2019,SPY190508C00305000,0,0,0,0.01,0,0.1323,0.0049,0.0035,113,305,294.02
5/8/2019,SPY190508C00306000,0,0,0,0.01,0,0.1452,0.0052,0.0033,205,306,294.02
5/8/2019,SPY190508C00307000,0,0,0,0.01,0,0.1486,0.0033,0.0022,2,307,294.02
5/8/2019,SPY190508C00308000,0,0,0,0.01,0,0.1589,0.0031,0.0019,29,308,294.02
5/8/2019,SPY190508C00309000,0,0,0,0.01,0,0.1713,0.0033,0.0019,0,309,294.02
5/8/2019,SPY190508C00310000,0,0,0,0.01,0,0.1783,0.0027,0.0015,0,310,294.02
5/8/2019,SPY190508C00311000,0,0,0,0.01,0,0.1902,0.0028,0.0015,0,311,294.02
5/8/2019,SPY190508C00312000,0,0,0,0.01,0,0.1988,0.0026,0.0013,0,312,294.02
5/8/2019,SPY190508C00313000,0,0,0,0.01,0,0.2099,0.0026,0.0012,0,313,294.02
5/8/2019,SPY190508C00314000,0,0,0,0.01,0,0.2206,0.0026,0.0012,0,314,294.02
5/10/2019,SPY190510C00245000,49.32,3.135,49.15,49.49,12,0.5745,0.9942,0.0008,0,245,294.02
5/10/2019,SPY190510C00250000,0,0,44.16,44.5,0,0.5305,0.9925,0.001,3,250,294.02
5/10/2019,SPY190510C00252500,0,0,41.63,42,0,0.4781,0.9943,0.0009,0,252.5,294.02
5/10/2019,SPY190510C00255000,39.03,2.835,39.13,39.5,10,0.4469,0.9943,0.001,0,255,294.02
5/10/2019,SPY190510C00257500,0,0,36.64,37.01,0,0.4341,0.9924,0.0013,0,257.5,294.02
5/10/2019,SPY190510C00260000,33.96,2.725,34.29,34.44,91,0.4427,0.9864,0.0021,8,260,294.02
5/10/2019,SPY190510C00262500,0,0,31.67,32.01,0,0.3921,0.9892,0.0019,0,262.5,294.02
